experiment;len_T;len_V;max_V_match_fraction;len_pos_true;len_neg_true;time_all;attack_name;success;len_pos_recovered;len_neg_recovered
T100000V100000_0.1;100000;100000;0.1;10000;90000;[30210533, 30505527, 27992508, 31495868, 31707710, 26063526, 22461056, 23784379, 26515781, 29042011, 32557070, 31521898, 29265242, 26365130, 26843246, 29441366, 28132429, 31373816, 31142733, 24811322, 24917594, 30803500, 27525344, 26026875, 27523552, 26551871, 29443176, 28519664, 25809974, 25507110, 26880237, 24834573, 24820192, 25861144, 29106191, 29057580, 28691936, 26746013, 23839890, 23377446, 25188626, 26573822, 27865527, 26774474, 28616675, 25604450, 23190574, 22541536, 25413069, 28027668];PSU;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000];[90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000, 90000]
T60000V100000_0.2;60000;100000;0.2;12000;48000;[22370644, 25811453, 24077874, 24127974, 23907732, 23818641, 27750484, 21919208, 20887978, 25464270, 22276703, 22100161, 24843593, 24667541, 20506353, 22755178, 22332854, 22748479, 29932780, 21614255, 20255160, 25603062, 22951500, 23729960, 23037481, 20794137, 26051847, 24391317, 22360244, 24271276, 21914519, 21739287, 25864615, 23635589, 21501695, 26202139, 23104783, 23169033, 25286217, 21269562, 21122190, 23933122, 29315653, 22372184, 23311165, 23333506, 19700034, 27918417, 21318583, 22703358];PSU;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000];[48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000]
T110000V100000_0.1;110000;100000;0.1;11000;99000;[28366502, 27402622, 27583474, 31374146, 30427566, 29856690, 30968992, 27815676, 28711737, 28458244, 23782451, 24552279, 28251442, 27765546, 28836648, 26064676, 25769212, 26827015, 29473926, 35164769, 30361406, 29080151, 29027190, 29357023, 29905980, 27630284, 29902210, 31762421, 29227662, 30204602, 27106968, 24219004, 24877012, 27801317, 27608754, 26831946, 26022406, 26675132, 26498701, 30610158, 32019365, 31550629, 26554983, 29820418, 27401201, 31779121, 30634779, 29596345, 28208791, 24056923];PSU;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[11000, 11000, 11000, 11000, 11000, 11000, 11000, 11000, 11000, 11000, 11000, 11000, 11000, 11000, 11000, 11000, 11000, 11000, 11000, 11000, 11000, 11000, 11000, 11000, 11000, 11000, 11000, 11000, 11000, 11000, 11000, 11000, 11000, 11000, 11000, 11000, 11000, 11000, 11000, 11000, 11000, 11000, 11000, 11000, 11000, 11000, 11000, 11000, 11000, 11000];[99000, 99000, 99000, 99000, 99000, 99000, 99000, 99000, 99000, 99000, 99000, 99000, 99000, 99000, 99000, 99000, 99000, 99000, 99000, 99000, 99000, 99000, 99000, 99000, 99000, 99000, 99000, 99000, 99000, 99000, 99000, 99000, 99000, 99000, 99000, 99000, 99000, 99000, 99000, 99000, 99000, 99000, 99000, 99000, 99000, 99000, 99000, 99000, 99000, 99000]
T130000V100000_0.1;130000;100000;0.1;13000;117000;[29456155, 32234457, 27599844, 33028146, 29238783, 27666814, 29893331, 30849411, 29981521, 29557765, 28117530, 25000505, 26754455, 27263549, 29268972, 29499165, 32315358, 32150986, 29637437, 28408933, 27963509, 26268448, 27862666, 30987233, 30102783, 32001783, 31575578, 28385053, 29913990, 29999841, 25543660, 28373694, 28959699, 30126473, 30494957, 29616897, 29054310, 29358584, 26291850, 26634952, 26690855, 27870197, 28572105, 30053862, 30854341, 28754036, 28780518, 29268182, 25472389, 27287701];PSU;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[13000, 13000, 13000, 13000, 13000, 13000, 13000, 13000, 13000, 13000, 13000, 13000, 13000, 13000, 13000, 13000, 13000, 13000, 13000, 13000, 13000, 13000, 13000, 13000, 13000, 13000, 13000, 13000, 13000, 13000, 13000, 13000, 13000, 13000, 13000, 13000, 13000, 13000, 13000, 13000, 13000, 13000, 13000, 13000, 13000, 13000, 13000, 13000, 13000, 13000];[117000, 117000, 117000, 117000, 117000, 117000, 117000, 117000, 117000, 117000, 117000, 117000, 117000, 117000, 117000, 117000, 117000, 117000, 117000, 117000, 117000, 117000, 117000, 117000, 117000, 117000, 117000, 117000, 117000, 117000, 117000, 117000, 117000, 117000, 117000, 117000, 117000, 117000, 117000, 117000, 117000, 117000, 117000, 117000, 117000, 117000, 117000, 117000, 117000, 117000]
T120000V100000_0.1;120000;100000;0.1;12000;108000;[27581714, 26890255, 29153441, 27667525, 24701881, 23705660, 27948688, 28459263, 28360572, 27688455, 27818637, 25707613, 25904494, 26077186, 26894506, 31068313, 30728539, 27822416, 27020567, 29546436, 24772901, 26275969, 28716086, 26858795, 29080041, 27163829, 25788554, 27437782, 28572344, 24977174, 26665863, 26483121, 27725706, 26391439, 28333762, 25732332, 29304633, 25805933, 27663185, 26903136, 29200232, 31723911, 31219775, 29104880, 29036431, 26682794, 24769462, 26765295, 25525791, 26170218];PSU;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000, 12000];[108000, 108000, 108000, 108000, 108000, 108000, 108000, 108000, 108000, 108000, 108000, 108000, 108000, 108000, 108000, 108000, 108000, 108000, 108000, 108000, 108000, 108000, 108000, 108000, 108000, 108000, 108000, 108000, 108000, 108000, 108000, 108000, 108000, 108000, 108000, 108000, 108000, 108000, 108000, 108000, 108000, 108000, 108000, 108000, 108000, 108000, 108000, 108000, 108000, 108000]
T140000V100000_0.1;140000;100000;0.1;14000;126000;[26252318, 26749314, 22934310, 23695850, 24298456, 24940833, 24702760, 26804585, 25119416, 25614721, 24609619, 25294927, 24825102, 22050911, 23021271, 25306687, 24935823, 25252208, 26947886, 26395710, 29132011, 30235285, 26866805, 27712045, 26727024, 29137341, 26490160, 24372597, 23873811, 24737661, 22337544, 20996879, 22269794, 21213891, 23427516, 27087398, 28399903, 27129918, 27384592, 28426303, 26961277, 26690603, 25300258, 26069767, 23564988, 25059606, 21826108, 22773380, 25036004, 23764410];PSU;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000];[126000, 126000, 126000, 126000, 126000, 126000, 126000, 126000, 126000, 126000, 126000, 126000, 126000, 126000, 126000, 126000, 126000, 126000, 126000, 126000, 126000, 126000, 126000, 126000, 126000, 126000, 126000, 126000, 126000, 126000, 126000, 126000, 126000, 126000, 126000, 126000, 126000, 126000, 126000, 126000, 126000, 126000, 126000, 126000, 126000, 126000, 126000, 126000, 126000, 126000]
T70000V100000_0.2;70000;100000;0.2;14000;56000;[25528289, 24092654, 24814401, 27788256, 25453049, 21752448, 18122626, 26902965, 22500826, 20514334, 23420357, 26533022, 22825420, 22954041, 21954120, 25844634, 23546407, 21446283, 22943321, 27381781, 21158840, 22261413, 22251874, 23424827, 25764693, 26615834, 20504223, 24521229, 24678799, 23931951, 17286416, 30694068, 23581308, 24356856, 20867507, 24827203, 24077434, 23915442, 19400071, 22054621, 22758319, 23071112, 22648218, 26277548, 24118524, 22082642, 25856224, 25490899, 19049657, 24108914];PSU;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000, 14000];[56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000, 56000]
T150000V100000_0.1;150000;100000;0.1;15000;135000;[28202061, 27746556, 34111908, 27839697, 25813144, 27392391, 28376293, 31071153, 26532631, 30084673, 26940327, 25236046, 28995689, 24934003, 28097359, 27170788, 31612489, 34109638, 30638008, 28692677, 27333081, 26415160, 27422461, 24943885, 28376743, 27872327, 29629047, 31260915, 25675312, 25337558, 29002960, 28919968, 35161200, 29362303, 27710944, 23398006, 24271636, 28597325, 24003953, 24100644, 26245759, 27009257, 31112293, 23836632, 27748415, 28555084, 29129910, 31379497, 29931841, 28581305];PSU;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000];[135000, 135000, 135000, 135000, 135000, 135000, 135000, 135000, 135000, 135000, 135000, 135000, 135000, 135000, 135000, 135000, 135000, 135000, 135000, 135000, 135000, 135000, 135000, 135000, 135000, 135000, 135000, 135000, 135000, 135000, 135000, 135000, 135000, 135000, 135000, 135000, 135000, 135000, 135000, 135000, 135000, 135000, 135000, 135000, 135000, 135000, 135000, 135000, 135000, 135000]
T50000V100000_0.3;50000;100000;0.3;15000;35000;[21868639, 18035845, 18648273, 23655309, 24336107, 18138655, 23304755, 19419650, 21009440, 19631824, 22134201, 21779758, 19526763, 21702747, 18047145, 20788817, 18693843, 17924144, 22907100, 21696127, 17089813, 21209471, 19183308, 19784546, 20201800, 21548445, 15802119, 21376994, 23199024, 18061875, 19860505, 22030791, 19790135, 19113908, 21967400, 16327936, 19928167, 19214529, 21748047, 19944737, 22858579, 18028224, 20603005, 16797350, 18894825, 21363522, 23364106, 16521129, 23219433, 24010523];PSU;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000, 15000];[35000, 35000, 35000, 35000, 35000, 35000, 35000, 35000, 35000, 35000, 35000, 35000, 35000, 35000, 35000, 35000, 35000, 35000, 35000, 35000, 35000, 35000, 35000, 35000, 35000, 35000, 35000, 35000, 35000, 35000, 35000, 35000, 35000, 35000, 35000, 35000, 35000, 35000, 35000, 35000, 35000, 35000, 35000, 35000, 35000, 35000, 35000, 35000, 35000, 35000]
T80000V100000_0.2;80000;100000;0.2;16000;64000;[29840259, 27346911, 25179796, 26985496, 25528030, 31457088, 27455212, 28750406, 23555468, 26248488, 27564933, 26443611, 32772382, 27294921, 27284510, 25396519, 25041094, 27792646, 30222563, 29308643, 25911564, 27066808, 27782695, 23408626, 27025786, 30274135, 25166116, 24447257, 25910865, 27078307, 28490795, 26136337, 31323377, 28307951, 27650485, 24032583, 26168327, 30646898, 25772522, 24820853, 26793944, 28513805, 26076018, 24695692, 30087822, 29648727, 26093947, 28388212, 26140877, 25185496];PSU;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000];[64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000, 64000]
T90000V100000_0.2;90000;100000;0.2;18000;72000;[28021029, 26646753, 27206640, 32716651, 28648196, 29042311, 27679015, 29136450, 28701406, 23883771, 23393005, 26825324, 30050502, 33853044, 30558497, 27812357, 26383691, 26181578, 26169117, 27053658, 24510179, 24627879, 29173492, 29550135, 29345853, 25913555, 30381115, 30047492, 29538795, 27433102, 27554723, 26763114, 30829410, 29130281, 26545802, 28525824, 29259743, 32263097, 31158244, 27605444, 28812548, 26821605, 25028315, 25876394, 30577367, 28674747, 27976218, 26255619, 27707025, 30169172];PSU;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000];[72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000, 72000]
T60000V100000_0.3;60000;100000;0.3;18000;42000;[24153054, 22574457, 25846923, 24820862, 22379415, 23715301, 20779397, 21735307, 21684267, 23391116, 26059066, 23630000, 23780540, 23084563, 18615882, 24804803, 22288723, 20913147, 23042922, 24401737, 25240608, 21973920, 22587596, 21045258, 22909781, 25120076, 20534723, 25487870, 22280942, 19851906, 25647641, 23893901, 21302761, 23735980, 23170693, 19939118, 24038512, 21823827, 22209572, 24562410, 23482157, 20429883, 23247575, 27963358, 21585785, 22025610, 22804689, 20782327, 23285115, 25382879];PSU;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000];[42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000, 42000]
T100000V100000_0.2;100000;100000;0.2;20000;80000;[28549734, 32770713, 34444232, 35143419, 37673929, 33345329, 31572218, 31931354, 33334869, 32884044, 32727682, 32442559, 32391728, 31738581, 32276308, 30402516, 32208586, 31420958, 31952633, 32224067, 32663102, 31156715, 30533917, 30205503, 29470924, 36247352, 36811587, 35202320, 30076702, 32687972, 32678141, 32744263, 30345464, 29708097, 30498976, 30799280, 28973159, 33508860, 32279127, 35326381, 33865844, 28339302, 31185304, 33511210, 33457000, 33019005, 32384529, 30452396, 29240783, 29349344];PSU;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000];[80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000, 80000]
T50000V100000_0.4;50000;100000;0.4;20000;30000;[21488274, 20987679, 23714569, 19516852, 18096786, 18494181, 21300482, 21901609, 20432362, 19422271, 20274399, 23121023, 18958825, 20777637, 20082278, 20294411, 20417841, 18748492, 22118821, 18819863, 22006840, 20247350, 18305978, 20531044, 24682451, 19068796, 22548196, 20434942, 22382265, 19881476, 21364674, 18431340, 20857347, 22056181, 19720474, 19334491, 21584576, 21878988, 18749923, 21164951, 21359953, 18724523, 21926920, 20801227, 19576462, 24652571, 19956226, 21944641, 19006276, 22351114];PSU;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 20000];[30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000, 30000]
T70000V100000_0.3;70000;100000;0.3;21000;49000;[23707490, 23856641, 20918828, 25015704, 25042535, 24085704, 23544808, 28917769, 28184990, 25121036, 21657666, 23403436, 26176547, 24833212, 23603388, 28672267, 23076542, 24052712, 25054405, 27994639, 27100957, 23010261, 22719498, 27053507, 25207007, 21658306, 25889015, 24291956, 24391787, 30029022, 24215925, 25426069, 26179057, 25790883, 21837619, 26171597, 29840709, 26777234, 26491451, 27209988, 23334435, 21888559, 24390128, 26288819, 26283930, 28549045, 22924390, 23481797, 26407891, 24561070];PSU;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[21000, 21000, 21000, 21000, 21000, 21000, 21000, 21000, 21000, 21000, 21000, 21000, 21000, 21000, 21000, 21000, 21000, 21000, 21000, 21000, 21000, 21000, 21000, 21000, 21000, 21000, 21000, 21000, 21000, 21000, 21000, 21000, 21000, 21000, 21000, 21000, 21000, 21000, 21000, 21000, 21000, 21000, 21000, 21000, 21000, 21000, 21000, 21000, 21000, 21000];[49000, 49000, 49000, 49000, 49000, 49000, 49000, 49000, 49000, 49000, 49000, 49000, 49000, 49000, 49000, 49000, 49000, 49000, 49000, 49000, 49000, 49000, 49000, 49000, 49000, 49000, 49000, 49000, 49000, 49000, 49000, 49000, 49000, 49000, 49000, 49000, 49000, 49000, 49000, 49000, 49000, 49000, 49000, 49000, 49000, 49000, 49000, 49000, 49000, 49000]
T110000V100000_0.2;110000;100000;0.2;22000;88000;[32250946, 29981811, 30568197, 31748591, 31993353, 33767094, 35573034, 32150676, 30133283, 29266582, 30512887, 32139205, 32186795, 31961623, 33480931, 34462222, 34972887, 35586674, 35883867, 31208705, 31248315, 35507543, 33016976, 34896216, 34846886, 33066896, 34394421, 34424861, 31689010, 34703823, 35304732, 32384658, 31474889, 30989642, 31335376, 31991254, 35201601, 35375352, 34696264, 27116507, 30102022, 34281469, 33224968, 33920416, 35086029, 34578463, 31437216, 37693908, 34405521, 33702262];PSU;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[22000, 22000, 22000, 22000, 22000, 22000, 22000, 22000, 22000, 22000, 22000, 22000, 22000, 22000, 22000, 22000, 22000, 22000, 22000, 22000, 22000, 22000, 22000, 22000, 22000, 22000, 22000, 22000, 22000, 22000, 22000, 22000, 22000, 22000, 22000, 22000, 22000, 22000, 22000, 22000, 22000, 22000, 22000, 22000, 22000, 22000, 22000, 22000, 22000, 22000];[88000, 88000, 88000, 88000, 88000, 88000, 88000, 88000, 88000, 88000, 88000, 88000, 88000, 88000, 88000, 88000, 88000, 88000, 88000, 88000, 88000, 88000, 88000, 88000, 88000, 88000, 88000, 88000, 88000, 88000, 88000, 88000, 88000, 88000, 88000, 88000, 88000, 88000, 88000, 88000, 88000, 88000, 88000, 88000, 88000, 88000, 88000, 88000, 88000, 88000]
